tokens	labels1	labels2
Markovi?evo	0	5
(	0	0
Torontálújfalu	0	5
)	0	0
# New sentence = Finsch 's parakeet	0	0
Finsch	0	0
's	0	0
parakeet	0	0
# New sentence = Subsequent generations of artists appreciated the unfinished passages : Joshua Reynolds commented on its `` very unfinished manner '' , but found it `` admirable for its colour and effect , '' and Jean-Honoré Fragonard made a painted copy of it .	0	0
Subsequent	0	0
generations	0	0
of	0	0
artists	0	0
appreciated	0	0
the	0	0
unfinished	0	0
passages	0	0
:	0	0
Joshua	1	1
Reynolds	2	2
commented	0	0
on	0	0
its	0	0
``	0	0
very	0	0
unfinished	0	0
manner	0	0
''	0	0
,	0	0
but	0	0
found	0	0
it	0	0
``	0	0
admirable	0	0
for	0	0
its	0	0
colour	0	0
and	0	0
effect	0	0
,	0	0
''	0	0
and	0	0
Jean-Honoré	1	1
Fragonard	2	2
made	0	0
a	0	0
painted	0	0
copy	0	0
of	0	0
it	0	0
.	0	0
# New sentence = Lisa I'Anson ( 1995–1996 )	0	0
Lisa	1	1
I'Anson	2	2
(	0	0
1995–1996	0	0
)	0	0
# New sentence = The firm was established by Peter Suhrkamp , who had led the equally renowned S. Fischer Verlag since 1936 .	0	0
The	0	0
firm	0	0
was	0	0
established	0	0
by	0	0
Peter	1	1
Suhrkamp	2	2
,	0	0
who	0	0
had	0	0
led	0	0
the	0	0
equally	0	0
renowned	0	0
S.	3	3
Fischer	4	4
Verlag	4	4
since	0	0
1936	0	0
.	0	0
"# New sentence = ; Teams losing Copa del Rey first round"	0	0
";"	0	0
Teams	0	0
losing	0	0
Copa	3	0
del	4	0
Rey	4	0
first	0	0
round	0	0
# New sentence = : Twelfth Air Force , 20 April 1953	0	0
:	0	0
Twelfth	3	3
Air	4	4
Force	4	4
,	0	0
20	0	0
April	0	0
1953	0	0
# New sentence = Nowina , Pi?a County	5	0
Nowina	6	5
,	6	0
Pi?a	6	5
County	6	6
# New sentence = Verne Lundquist : ( 1974–1981 )	0	0
Verne	1	1
Lundquist	2	2
:	0	0
(	0	0
1974–1981	0	0
)	0	0
# New sentence = After the Colorado Labor Wars , the WFM was instrumental in launching the Industrial Workers of the World ( IWW ) in 1905 .	0	0
After	0	0
the	0	0
Colorado	0	0
Labor	0	0
Wars	0	0
,	0	0
the	0	0
WFM	0	0
was	0	0
instrumental	0	0
in	0	0
launching	0	0
the	0	0
Industrial	0	3
Workers	0	4
of	0	4
the	0	4
World	0	4
(	0	0
IWW	0	0
)	0	0
in	0	0
1905	0	0
.	0	0
# New sentence = '' Eupithecia pauxillaria '' Boisduval , 1840	0	0
''	0	0
Eupithecia	0	0
pauxillaria	0	0
''	0	0
Boisduval	0	1
,	0	0
1840	0	0
# New sentence = '' Phtheochroa pulvillana '' Herrich-Schäffer , 1851	0	0
''	0	0
Phtheochroa	0	0
pulvillana	0	0
''	0	0
Herrich-Schäffer	1	1
,	0	0
1851	0	0
# New sentence = Kootenay Ice ( 1 )	0	0
Kootenay	0	3
Ice	0	4
(	0	0
1	0	0
)	0	0
# New sentence = ' '' Banganapalle State '' ' – Faiz Ali Khan , Nawab of Banganapalle ( 1689–1759 )	0	0
'	0	0
''	0	0
Banganapalle	5	5
State	6	6
''	0	0
'	0	0
–	0	0
Faiz	1	1
Ali	2	2
Khan	3	2
,	0	0
Nawab	1	0
of	0	0
Banganapalle	5	5
(	0	0
1689–1759	0	0
)	0	0
# New sentence = Sinope]] , Amisus , Euchaita , Comana Pontica	0	0
Sinope]]	5	5
,	0	0
Amisus	0	5
,	0	0
Euchaita	5	5
,	0	0
Comana	5	5
Pontica	6	6
# New sentence = Eureka , Missouri	0	0
Eureka	5	5
,	6	0
Missouri	6	5
# New sentence = Operation Good Guys '' ( 1997-2000 , BBC Two )	0	0
Operation	0	0
Good	0	0
Guys	0	0
''	0	0
(	0	0
1997-2000	0	0
,	0	0
BBC	3	3
Two	4	4
)	0	0
# New sentence = Silakhor-e Sharqi Rural District	5	0
Silakhor-e	6	5
Sharqi	6	6
Rural	6	6
District	6	6
# New sentence = There has been some confusion between this species and Missulena insignis '' .	0	0
There	0	0
has	0	0
been	0	0
some	0	0
confusion	0	0
between	0	0
this	0	0
species	0	0
and	0	0
Missulena	0	0
insignis	0	0
''	0	0
.	0	0
# New sentence = '' Who Wants to Marry a Multi-Millionaire ?	0	0
''	0	0
Who	0	0
Wants	0	0
to	0	0
Marry	0	0
a	0	0
Multi-Millionaire	0	0
?	0	0
# New sentence = ESPN Radio ''Game of the Week	0	0
ESPN	3	3
Radio	4	4
''Game	0	0
of	0	0
the	0	0
Week	0	0
# New sentence = Henri de Boulainvilliers ( 1658–1722 )	0	0
Henri	1	1
de	2	2
Boulainvilliers	2	2
(	0	0
1658–1722	0	0
)	0	0
# New sentence = Diju Valiyaveetil / Jwala Gutta	0	0
Diju	1	1
Valiyaveetil	2	2
/	0	0
Jwala	1	1
Gutta	2	2
# New sentence = '' Tylopilus louisii ''	0	0
''	0	0
Tylopilus	0	0
louisii	0	0
''	0	0
# New sentence = He was born in Plze? , Austria-Hungary and emigrated to Sioux City , Iowa with his widowed mother at the age of five .	0	0
He	0	0
was	0	0
born	0	0
in	0	0
Plze?	5	5
,	6	0
Austria-Hungary	6	5
and	0	0
emigrated	0	0
to	0	0
Sioux	5	5
City	6	6
,	6	0
Iowa	6	5
with	0	0
his	0	0
widowed	0	0
mother	0	0
at	0	0
the	0	0
age	0	0
of	0	0
five	0	0
.	0	0
# New sentence = Chur , Stavropol Krai	0	0
Chur	5	5
,	6	0
Stavropol	6	5
Krai	6	6
# New sentence = USANA Amphitheatre , West Valley City , Utah	0	0
USANA	5	5
Amphitheatre	6	6
,	6	0
West	6	5
Valley	6	6
City	6	6
,	6	0
Utah	6	5
# New sentence = '' Crataegus flabellata '' ( N )	0	0
''	0	0
Crataegus	0	0
flabellata	0	0
''	0	0
(	0	0
N	0	0
)	0	0
# New sentence = Katalin Szili ( 1956– )	0	0
Katalin	1	1
Szili	2	2
(	0	0
1956–	0	0
)	0	0
# New sentence = 2007–08 Norwich City F.C. season	0	0
2007–08	0	0
Norwich	3	3
City	4	4
F.C.	4	4
season	4	0
# New sentence = Moustava Belialov – ( Perak FA )	0	0
Moustava	1	1
Belialov	2	2
–	0	0
(	0	0
Perak	3	3
FA	4	4
)	0	0
# New sentence = Cadaqués , Cap de Creus	0	0
Cadaqués	5	5
,	6	0
Cap	6	5
de	6	6
Creus	6	6
# New sentence = Civil and Environmental Engineering	0	0
Civil	0	0
and	0	0
Environmental	0	0
Engineering	0	0
# New sentence = QA08 : Mad?nat ash Sham?l Municipality , Qatar	0	0
QA08	0	0
:	0	0
Mad?nat	5	5
ash	6	6
Sham?l	6	6
Municipality	6	0
,	6	0
Qatar	6	5
# New sentence = '' Gymnoscelis tenera ''	0	0
''	0	0
Gymnoscelis	0	0
tenera	0	0
''	0	0
# New sentence = East Lawrencetown , Nova Scotia	0	0
East	5	5
Lawrencetown	6	6
,	6	0
Nova	6	5
Scotia	6	6
# New sentence = He alternates between Cape Cod , Massachusetts and Charleston , South Carolina .	0	0
He	0	0
alternates	0	0
between	0	0
Cape	5	5
Cod	6	6
,	6	0
Massachusetts	6	5
and	0	0
Charleston	5	5
,	6	0
South	6	5
Carolina	6	6
.	0	0
# New sentence = `` Language in Society '' , Vol .	0	0
``	0	0
Language	0	0
in	0	0
Society	0	0
''	0	0
,	0	0
Vol	0	0
.	0	0
# New sentence = Madrasa Al-Baqiyat As-Salihat , Vellur	0	0
Madrasa	5	5
Al-Baqiyat	6	6
As-Salihat	6	6
,	6	0
Vellur	0	5
# New sentence = Victoria Azarenka ( 4 )	0	0
Victoria	1	1
Azarenka	2	2
(	0	0
4	0	0
)	0	0
# New sentence = '' Small Fry Club ''	0	0
''	0	0
Small	0	0
Fry	0	0
Club	0	0
''	0	0
# New sentence = He eventually moved to Cambodia with his family but had to escape the Khmer rouge and move to Udon Thani , Thailand in 1975 .	0	0
He	0	0
eventually	0	0
moved	0	0
to	0	0
Cambodia	5	5
with	0	0
his	0	0
family	0	0
but	0	0
had	0	0
to	0	0
escape	0	0
the	0	0
Khmer	3	3
rouge	4	4
and	0	0
move	0	0
to	0	0
Udon	5	5
Thani	6	6
,	6	0
Thailand	6	5
in	0	0
1975	0	0
.	0	0
# New sentence = Frederick Walker Baldwin	0	0
Frederick	1	1
Walker	2	2
Baldwin	2	2
# New sentence = Girish Kumar , Navneet Kaur Dhillon	0	0
Girish	1	1
Kumar	2	2
,	0	0
Navneet	1	1
Kaur	2	2
Dhillon	2	2
# New sentence = Los Angeles To Washington D.C .	0	0
Los	5	5
Angeles	6	6
To	0	0
Washington	5	5
D.C	6	6
.	0	0
# New sentence = `` In the Chapel in the Moonlight '' ( Billy Hill ) - 6:41	0	0
``	0	0
In	0	0
the	0	0
Chapel	0	0
in	0	0
the	0	0
Moonlight	0	0
''	0	0
(	0	0
Billy	5	1
Hill	6	2
)	0	0
-	0	0
0,278472222	0	0
# New sentence = Headscarf controversy in Turkey	0	0
Headscarf	0	0
controversy	0	0
in	0	0
Turkey	5	5
# New sentence = Dietrich Bonhoeffer ( 1906–1945 ) , Confessing Church	0	0
Dietrich	1	1
Bonhoeffer	2	2
(	0	0
1906–1945	0	0
)	0	0
,	0	0
Confessing	0	0
Church	0	0
# New sentence = Georges Hausemer ( born 1957 ) , writer	0	0
Georges	1	1
Hausemer	2	2
(	0	0
born	0	0
1957	0	0
)	0	0
,	0	0
writer	0	0
# New sentence = In April 1944 majority of the members were arrested by the Gestapo .	0	0
In	0	0
April	0	0
1944	0	0
majority	0	0
of	0	0
the	0	0
members	0	0
were	0	0
arrested	0	0
by	0	0
the	0	0
Gestapo	1	3
.	0	0
# New sentence = Adlai E. Stevenson III ( D )	0	0
Adlai	1	1
E.	2	2
Stevenson	2	2
III	2	2
(	0	0
D	0	0
)	0	0
# New sentence = The Party Album ( Vengaboys album )	0	0
The	0	0
Party	0	0
Album	0	0
(	0	0
Vengaboys	3	3
album	0	0
)	0	0
# New sentence = Dame Barbara Mills , DBE , QC ( 1992–98 )	0	0
Dame	1	0
Barbara	2	1
Mills	2	2
,	0	0
DBE	0	0
,	0	0
QC	0	0
(	0	0
1992–98	0	0
)	0	0
# New sentence = Florida softshell turtle	0	0
Florida	0	0
softshell	0	0
turtle	0	0
# New sentence = Niccolò Ridolfi ( Dominican )	0	0
Niccolò	1	1
Ridolfi	2	2
(	0	0
Dominican	0	0
)	0	0
# New sentence = National Route 13 ( Yamagata )	0	0
National	5	5
Route	6	6
13	6	6
(	6	0
Yamagata	6	6
)	6	0
# New sentence = *224 ) Lehighton ''pop .	0	0
*224	0	0
)	0	0
Lehighton	5	5
''pop	0	0
.	0	0
# New sentence = Richard Johnson ... Insp .	0	0
Richard	1	1
Johnson	2	2
...	0	0
Insp	0	0
.	0	0
# New sentence = In 2006 he joined Championnat National side Villemomble Sports , scoring eight goals in 25 appearances , before earning a move to Ligue 2 side Clermont Foot in 2008 .	0	0
In	0	0
2006	0	0
he	0	0
joined	0	0
Championnat	3	3
National	4	4
side	0	0
Villemomble	3	3
Sports	4	4
,	0	0
scoring	0	0
eight	0	0
goals	0	0
in	0	0
25	0	0
appearances	0	0
,	0	0
before	0	0
earning	0	0
a	0	0
move	0	0
to	0	0
Ligue	3	3
2	4	4
side	0	0
Clermont	3	3
Foot	4	4
in	0	0
2008	0	0
.	0	0
# New sentence = 2004 : AFC Youth Championship with South Korea U-20	0	0
2004	0	0
:	0	0
AFC	3	3
Youth	0	0
Championship	0	0
with	0	0
South	5	3
Korea	6	4
U-20	0	4
# New sentence = Popular opposition to the 2003 Iraq war	0	0
Popular	0	0
opposition	0	0
to	0	0
the	0	0
2003	0	0
Iraq	5	5
war	0	0
# New sentence = Liverpool , Pennsylvania	0	0
Liverpool	5	5
,	6	0
Pennsylvania	6	5
# New sentence = It is found in Bolivia and Peru .	0	0
It	0	0
is	0	0
found	0	0
in	0	0
Bolivia	5	5
and	0	0
Peru	6	5
.	0	0
# New sentence = This episode aired at 22:00 ( Beijing Time ) on February 28 , 2014 .	0	0
This	0	0
episode	0	0
aired	0	0
at	0	0
0,916666667	0	0
(	0	0
Beijing	5	5
Time	0	0
)	0	0
on	0	0
February	0	0
28	0	0
,	0	0
2014	0	0
.	0	0
# New sentence = '' Uranothauma falkensteini '' ( Dewitz , 1879 )	0	0
''	0	0
Uranothauma	0	0
falkensteini	0	0
''	0	0
(	0	0
Dewitz	0	1
,	0	0
1879	0	0
)	0	0
# New sentence = Mt Erebus , Ross Dependency , Antarctica	0	0
Mt	5	5
Erebus	6	6
,	6	0
Ross	6	5
Dependency	6	6
,	6	0
Antarctica	6	5
# New sentence = Hayden Epstein , ex-NFL kicker for the Denver Broncos ( 1998 )	0	0
Hayden	1	1
Epstein	2	2
,	0	0
ex-NFL	0	0
kicker	0	0
for	0	0
the	0	0
Denver	3	3
Broncos	4	4
(	0	0
1998	0	0
)	0	0
# New sentence = Sir Edward Carson , and then ( from 1917 ) Sir Eric Geddes – First Lord of the Admiralty	0	0
Sir	0	0
Edward	1	1
Carson	2	2
,	0	0
and	0	0
then	0	0
(	0	0
from	0	0
1917	0	0
)	0	0
Sir	0	0
Eric	1	1
Geddes	2	2
–	0	0
First	0	0
Lord	0	0
of	0	0
the	0	0
Admiralty	5	0
# New sentence = '' Bucculatrix longispiralis ''	0	0
''	0	0
Bucculatrix	0	0
longispiralis	0	0
''	0	0
# New sentence = Velika Plana - 16,210	0	0
Velika	5	5
Plana	6	6
-	0	0
16,21	0	0
# New sentence = Sonatas and Partitas for Solo Violin , BWV 1001–1006	0	0
Sonatas	0	0
and	0	0
Partitas	0	0
for	0	0
Solo	0	0
Violin	0	0
,	0	0
BWV	0	0
1001–1006	0	0
# New sentence = ** '' Megacraspedus '' Zeller , 1839	0	0
**	0	0
''	0	0
Megacraspedus	0	0
''	0	0
Zeller	0	1
,	0	0
1839	0	0
# New sentence = The population of the neighborhood in 2000 according to the United States Census Bureau was 2,626 .	0	0
The	0	0
population	0	0
of	0	0
the	0	0
neighborhood	0	0
in	0	0
2000	0	0
according	0	0
to	0	0
the	0	0
United	3	3
States	4	4
Census	4	4
Bureau	4	4
was	0	0
2,626	0	0
.	0	0
# New sentence = Coconut Creek , Florida , United States	0	0
Coconut	5	5
Creek	6	6
,	6	0
Florida	6	5
,	6	0
United	6	5
States	6	6
# New sentence = Jeremiah P. Ostriker	0	0
Jeremiah	1	1
P.	2	2
Ostriker	2	2
# New sentence = '' Epiblema cirsiana '' ( Zeller , 1843 )	0	0
''	0	0
Epiblema	0	0
cirsiana	0	0
''	0	0
(	0	0
Zeller	0	1
,	0	0
1843	0	0
)	0	0
# New sentence = She died in Jerusalem at May 10 , 2006 .	0	0
She	0	0
died	0	0
in	0	0
Jerusalem	5	5
at	0	0
May	0	0
10	0	0
,	0	0
2006	0	0
.	0	0
# New sentence = Diplomatic missions of Papua New Guinea	0	0
Diplomatic	0	0
missions	0	0
of	0	0
Papua	5	5
New	6	6
Guinea	6	6
"# New sentence = 3 – 3 ( Suwon , Korea Republic ; 11 June 2002 )"	0	0
3	0	0
–	0	0
3	0	0
(	0	0
Suwon	5	5
,	6	0
Korea	6	5
Republic	6	6
";"	0	0
11	0	0
June	0	0
2002	0	0
)	0	0
# New sentence = '' You 've Really Got a Hold on Me '' ( Smokey Robinson )	0	0
''	0	0
You	0	0
've	0	0
Really	0	0
Got	0	0
a	0	0
Hold	0	0
on	0	0
Me	0	0
''	0	0
(	0	0
Smokey	1	1
Robinson	2	2
)	0	0
# New sentence = Ismaïl Omar Guelleh	0	0
Ismaïl	1	1
Omar	2	2
Guelleh	2	2
# New sentence = Mediterranean horseshoe bat ( ''Rhinolophus ?uryale '' )	0	0
Mediterranean	0	0
horseshoe	0	0
bat	0	0
(	0	0
''Rhinolophus	0	0
?uryale	0	0
''	0	0
)	0	0
# New sentence = Bernardino de Campos	0	0
Bernardino	5	1
de	6	2
Campos	6	2
# New sentence = Southern Zhili ( ???? )	0	0
Southern	5	5
Zhili	6	6
(	0	0
????	0	0
)	0	0
# New sentence = '' When I Was 17 ''	0	0
''	0	0
When	0	0
I	0	0
Was	0	0
17	0	0
''	0	0
# New sentence = Radka Zrubáková Ginger Helgeson Julie Halard Anke Huber	0	0
Radka	1	1
Zrubáková	2	2
Ginger	1	1
Helgeson	2	2
Julie	1	1
Halard	2	2
Anke	1	1
Huber	2	2
# New sentence = U.S. Route 1 in Virginia	0	0
U.S.	5	5
Route	6	6
1	6	6
in	6	6
Virginia	6	6
# New sentence = Rawly Eastwick ( 8–4 )	0	0
Rawly	1	1
Eastwick	2	2
(	0	0
8–4	0	0
)	0	0
# New sentence = ( 1 ) Louise of Mecklenburg-Güstrow5 December Copenhagenfive children ( 2 ) Elisabeth Helene von Vieregg6 September 1703one son ( 3 ) Anne Sophie Reventlow4 April Copenhagenthree children	0	0
(	0	0
1	0	0
)	0	0
Louise	1	1
of	0	2
Mecklenburg-Güstrow5	5	2
December	0	0
Copenhagenfive	3	0
children	0	0
(	0	0
2	0	0
)	0	0
Elisabeth	1	1
Helene	2	2
von	2	2
Vieregg6	2	2
September	0	0
1703one	0	0
son	0	0
(	0	0
3	0	0
)	0	0
Anne	1	1
Sophie	2	2
Reventlow4	0	2
April	0	0
Copenhagenthree	3	0
children	0	0
# New sentence = : Timothy II Aelurus ( restored in opposition ) ( 475–477 )	0	0
:	0	0
Timothy	1	1
II	2	2
Aelurus	2	2
(	0	0
restored	0	0
in	0	0
opposition	0	0
)	0	0
(	0	0
475–477	0	0
)	0	0
# New sentence = Sheila Copps ( L ) 9734	0	0
Sheila	1	1
Copps	2	2
(	0	0
L	0	0
)	0	0
9734	0	0
# New sentence = Al-Hajjaj ibn Yusuf	0	0
Al-Hajjaj	1	1
ibn	2	2
Yusuf	2	2
# New sentence = Guillaume Dufay ( 1397–1474 )	0	0
Guillaume	1	1
Dufay	2	2
(	0	0
1397–1474	0	0
)	0	0
# New sentence = SIMS Co. , Ltd .	0	0
SIMS	0	3
Co.	0	4
,	0	4
Ltd	0	4
.	0	0
# New sentence = List of mayors of Philadelphia	0	0
List	0	0
of	0	0
mayors	0	0
of	0	0
Philadelphia	5	5
# New sentence = Making use of Fano 's inequality gives :	0	0
Making	0	0
use	0	0
of	0	0
Fano	1	0
's	0	0
inequality	0	0
gives	0	0
:	0	0
# New sentence = Galveston , Texas , United States	0	0
Galveston	5	5
,	6	0
Texas	6	5
,	6	0
United	6	5
States	6	6
# New sentence = ' '' Terri Sewell '' ' ( born 1965 )	0	0
'	0	0
''	0	0
Terri	1	1
Sewell	2	2
''	0	0
'	0	0
(	0	0
born	0	0
1965	0	0
)	0	0
# New sentence = ' '' KK Sonik-Puntamika '' '	0	0
'	0	0
''	0	0
KK	3	3
Sonik-Puntamika	4	4
''	0	0
'	0	0
# New sentence = ** Benk Korthals ( 22 May 2011 – 14 June 2014 )	0	0
**	0	0
Benk	1	1
Korthals	2	2
(	0	0
22	0	0
May	0	0
2011	0	0
–	0	0
14	0	0
June	0	0
2014	0	0
)	0	0
# New sentence = The recording was released by Decca Records as catalog number 24423 .	0	0
The	0	0
recording	0	0
was	0	0
released	0	0
by	0	0
Decca	3	3
Records	4	4
as	0	0
catalog	0	0
number	0	0
24423	0	0
.	0	0
"# New sentence = Victor Amadeus I , Duke of Savoy ; Louis XIII of France"	0	0
Victor	1	1
Amadeus	2	2
I	2	2
,	0	0
Duke	0	0
of	0	0
Savoy	5	5
";"	0	0
Louis	1	1
XIII	2	2
of	2	2
France	2	2
# New sentence = *2008 - Everlast - Love , War and the Ghost of Whitey Ford ''	0	0
*2008	0	0
-	0	0
Everlast	3	3
-	0	0
Love	0	0
,	0	0
War	0	0
and	0	0
the	0	0
Ghost	0	0
of	0	0
Whitey	1	1
Ford	2	2
''	0	0
# New sentence = Sony Ericsson K750	0	0
Sony	0	0
Ericsson	0	0
K750	0	0
# New sentence = Patrick Helmes then completed the comeback as he made it 2–1 .	0	0
Patrick	1	1
Helmes	2	2
then	0	0
completed	0	0
the	0	0
comeback	0	0
as	0	0
he	0	0
made	0	0
it	0	0
2–1	0	0
.	0	0
# New sentence = Cytotoxic T cell	0	0
Cytotoxic	0	0
T	0	0
cell	0	0
# New sentence = Ekaterina Bobrova / Dmitri Soloviev	0	0
Ekaterina	1	1
Bobrova	2	2
/	0	0
Dmitri	1	1
Soloviev	2	2
# New sentence = ' '' Baník Ostrava '' '	0	0
'	0	0
''	0	0
Baník	3	3
Ostrava	4	4
''	0	0
'	0	0
# New sentence = Greg Monroe ( 32 )	0	0
Greg	1	1
Monroe	2	2
(	0	0
32	0	0
)	0	0
# New sentence = He was born in Brooklyn , New York and graduated from the United States Coast Guard Academy in 1950 .	0	0
He	0	0
was	0	0
born	0	0
in	0	0
Brooklyn	5	5
,	6	0
New	6	5
York	6	6
and	0	0
graduated	0	0
from	0	0
the	0	0
United	3	3
States	4	4
Coast	4	4
Guard	4	4
Academy	4	4
in	0	0
1950	0	0
.	0	0
# New sentence = Dan Quinn ( American football )	0	0
Dan	1	1
Quinn	2	2
(	0	0
American	0	0
football	0	0
)	0	0
# New sentence = Gabriela Zapolska , writer	0	0
Gabriela	1	1
Zapolska	2	2
,	0	0
writer	0	0
# New sentence = Clarence D. Dillon – Secretary of the Treasury .	0	0
Clarence	1	1
D.	2	2
Dillon	2	2
–	0	0
Secretary	0	0
of	0	0
the	0	0
Treasury	0	0
.	0	0
# New sentence = 1999–2003 : All Saints	0	0
1999–2003	0	0
:	0	0
All	0	0
Saints	0	0
# New sentence = '' Catarina , or La Fille du Bandit '' .	0	0
''	0	0
Catarina	1	0
,	0	0
or	0	0
La	0	0
Fille	0	0
du	0	0
Bandit	0	0
''	0	0
.	0	0
# New sentence = Madlyn Rhue ( deceased )	0	0
Madlyn	1	1
Rhue	2	2
(	0	0
deceased	0	0
)	0	0
# New sentence = List of flags of Ukraine	0	0
List	0	0
of	0	0
flags	0	0
of	0	0
Ukraine	5	5
# New sentence = The AC-Delco 200 was held October 21 at North Carolina Motor Speedway .	0	0
The	0	0
AC-Delco	0	0
200	0	0
was	0	0
held	0	0
October	0	0
21	0	0
at	0	0
North	5	5
Carolina	6	6
Motor	6	6
Speedway	6	6
.	0	0
# New sentence = Melsons Corner , California	0	0
Melsons	5	5
Corner	6	6
,	6	0
California	6	5
# New sentence = Gian Marco Centinaio	0	0
Gian	5	1
Marco	6	2
Centinaio	6	2
# New sentence = The New Avengers '' 38-39	0	0
The	0	0
New	0	0
Avengers	0	0
''	0	0
38-39	0	0
# New sentence = He fought in the First World War between 1914 and 1918 .	0	0
He	0	0
fought	0	0
in	0	0
the	0	0
First	0	0
World	0	0
War	0	0
between	0	0
1914	0	0
and	0	0
1918	0	0
.	0	0
# New sentence = Missouri Route 164	0	0
Missouri	5	5
Route	6	6
164	6	6
# New sentence = Andrew Marth ( Melbourne Knights )	0	0
Andrew	1	1
Marth	2	2
(	0	0
Melbourne	3	3
Knights	4	4
)	0	0
# New sentence = Villanueva de la Vera	0	0
Villanueva	5	5
de	6	6
la	6	6
Vera	6	6
# New sentence = Wood warbler , ''Phylloscopus sibilatrix ''	0	0
Wood	0	0
warbler	0	0
,	0	0
''Phylloscopus	0	0
sibilatrix	0	0
''	0	0
# New sentence = == United Arab Emirates ==	0	0
==	0	0
United	5	5
Arab	6	6
Emirates	6	6
==	0	0
# New sentence = Alligator Reef Light	0	0
Alligator	0	5
Reef	0	6
Light	0	6
# New sentence = No Voter lists were used , leading to fears of potential duplicate votes .	0	0
No	0	0
Voter	0	0
lists	0	0
were	0	0
used	0	0
,	0	0
leading	0	0
to	0	0
fears	0	0
of	0	0
potential	0	0
duplicate	0	0
votes	0	0
.	0	0
# New sentence = '' Teleiopsis terebinthinella '' ( Herrich-Schäffer , 1856 )	0	0
''	0	0
Teleiopsis	0	0
terebinthinella	0	0
''	0	0
(	0	0
Herrich-Schäffer	1	1
,	0	0
1856	0	0
)	0	0
# New sentence = 24 Ernie Kellermann S	0	0
24	0	0
Ernie	1	1
Kellermann	2	2
S	0	0
# New sentence = ' '' 1991 : ' '' A Midwife 's Tale '' by Laurel Thatcher Ulrich	0	0
'	0	0
''	0	0
1991	0	0
:	0	0
'	0	0
''	0	0
A	0	0
Midwife	0	0
's	0	0
Tale	0	0
''	0	0
by	0	0
Laurel	1	1
Thatcher	2	2
Ulrich	2	2
# New sentence = 12th place : Courchevel	0	0
12th	0	0
place	0	0
:	0	0
Courchevel	5	5
# New sentence = Yemeni detainees at Guantanamo Bay	0	0
Yemeni	0	0
detainees	0	0
at	0	0
Guantanamo	5	5
Bay	6	6
# New sentence = His first exhibition in this area was demonstrated at Philomene Magers in 1990 .	0	0
His	0	0
first	0	0
exhibition	0	0
in	0	0
this	0	0
area	0	0
was	0	0
demonstrated	0	0
at	0	0
Philomene	1	5
Magers	2	6
in	0	0
1990	0	0
.	0	0
# New sentence = Orlando-Deltona-Daytona Beach , FL Combined Statistical Area	0	0
Orlando-Deltona-Daytona	5	5
Beach	6	6
,	6	0
FL	0	5
Combined	0	6
Statistical	0	6
Area	0	6
# New sentence = *1978 ''Legends '' - Dave Valentin	0	0
*1978	0	0
''Legends	0	0
''	0	0
-	0	0
Dave	1	1
Valentin	2	2
# New sentence = Hirata-shi]] , Shimane Prefecture , Japan	0	0
Hirata-shi]]	5	5
,	6	0
Shimane	6	5
Prefecture	6	6
,	6	0
Japan	6	5
# New sentence = Ñawinpukyu ( Junín )	0	0
Ñawinpukyu	0	5
(	0	0
Junín	0	5
)	0	0
# New sentence = ** Benthophilus stellatus '' — Stellate tadpole-goby	0	0
**	0	0
Benthophilus	0	0
stellatus	0	0
''	0	0
—	0	0
Stellate	0	0
tadpole-goby	0	0
# New sentence = ' '' Terceira Divisão '' '	0	0
'	0	0
''	0	0
Terceira	3	3
Divisão	4	4
''	0	0
'	0	0
# New sentence = Arroyomolinos , Cáceres	0	0
Arroyomolinos	0	5
,	0	0
Cáceres	0	5
# New sentence = ' '' Ranti Martins '' '	0	0
'	0	0
''	0	0
Ranti	1	1
Martins	2	2
''	0	0
'	0	0
# New sentence = Teemu Pulkkinen ( LW )	0	0
Teemu	1	1
Pulkkinen	2	2
(	0	0
LW	0	0
)	0	0
# New sentence = Louise Imogen Guiney — a Study '' ( 1921 ) biography	0	0
Louise	1	1
Imogen	2	2
Guiney	2	2
—	0	0
a	0	0
Study	0	0
''	0	0
(	0	0
1921	0	0
)	0	0
biography	0	0
# New sentence = It peaked at 29 in the Oricon Charts .	0	0
It	0	0
peaked	0	0
at	0	0
29	0	0
in	0	0
the	0	0
Oricon	3	3
Charts	4	4
.	0	0
# New sentence = These two met again in Sandpoint on September 10 .	0	0
These	0	0
two	0	0
met	0	0
again	0	0
in	0	0
Sandpoint	5	5
on	0	0
September	0	0
10	0	0
.	0	0
# New sentence = He was the son of Sir George Bevan Bowen .	0	0
He	0	0
was	0	0
the	0	0
son	0	0
of	0	0
Sir	0	0
George	1	1
Bevan	2	2
Bowen	2	2
.	0	0
# New sentence = John Jay ( F )	0	0
John	1	1
Jay	2	2
(	0	0
F	0	0
)	0	0
# New sentence = Ingraham ( disambiguation )	0	0
Ingraham	1	1
(	0	0
disambiguation	0	0
)	0	0
# New sentence = Joint Task Force 2	0	0
Joint	3	3
Task	4	4
Force	4	4
2	4	4
# New sentence = `` Na Na Hey Hey Kiss Him Goodbye ''	0	0
``	0	0
Na	0	0
Na	0	0
Hey	0	0
Hey	0	0
Kiss	0	0
Him	0	0
Goodbye	0	0
''	0	0
# New sentence = '' Camissonia subacaulis '' , long-leaf evening-primrose	0	0
''	0	0
Camissonia	0	0
subacaulis	0	0
''	0	0
,	0	0
long-leaf	0	0
evening-primrose	0	0
